Date,Price,Open,High,Low,Change,TimeIndex,Price_lag1,Price_lag2
2021-07-15,27178.2,27239.9,27275.0,27142.6,-0.2,140,27233.5,27092.0
2021-07-16,27164.5,27185.2,27207.7,27135.2,-0.05,141,27178.2,27233.5
2021-07-19,27159.0,27173.2,27223.5,27077.1,-0.02,142,27164.5,27178.2
2021-07-20,27122.3,27168.3,27185.1,27071.2,-0.14,143,27159.0,27164.5
2021-07-21,27147.5,27132.2,27181.0,27052.0,0.09,144,27122.3,27159.0
2021-07-22,27082.8,27152.2,27225.5,27055.2,-0.24,145,27147.5,27122.3
2021-07-23,27076.9,27082.8,27121.8,27041.3,-0.02,146,27082.8,27147.5
2021-07-26,27147.1,27097.6,27192.0,27063.1,0.26,147,27076.9,27082.8
2021-07-27,27178.1,27159.8,27243.1,27077.5,0.11,148,27147.1,27076.9
2021-07-28,27235.4,27186.8,27256.7,27078.5,0.21,149,27178.1,27147.1
2021-07-29,27296.2,27244.1,27316.4,27215.3,0.22,150,27235.4,27178.1
2021-07-30,27241.7,27303.8,27343.6,27204.0,-0.2,151,27296.2,27235.4
2021-08-02,27234.8,27233.8,27307.7,27220.0,-0.03,152,27241.7,27296.2
2021-08-03,27218.7,27240.0,27318.8,27208.6,-0.06,153,27234.8,27241.7
2021-08-04,27155.4,27233.8,27308.7,27152.6,-0.23,154,27218.7,27234.8
2021-08-05,27137.9,27163.0,27200.5,27130.5,-0.06,155,27155.4,27218.7
2021-08-06,26962.2,27145.4,27151.2,26951.9,-0.65,156,27137.9,27155.4
2021-08-09,26907.1,26971.4,27017.2,26902.5,-0.2,157,26962.2,27137.9
2021-08-10,26819.0,26910.5,26922.8,26800.7,-0.33,158,26907.1,26962.2
2021-08-11,26770.9,26824.7,26905.6,26691.8,-0.18,159,26819.0,26907.1
2021-08-12,26748.0,26774.4,26825.7,26741.3,-0.09,160,26770.9,26819.0
2021-08-13,26918.8,26751.6,26954.9,26750.4,0.64,161,26748.0,26770.9
2021-08-16,26886.9,26928.7,26951.7,26869.9,-0.12,162,26918.8,26748.0
2021-08-17,26731.7,26890.5,26909.2,26731.2,-0.58,163,26886.9,26918.8
2021-08-18,26707.0,26736.9,26784.0,26671.1,-0.09,164,26731.7,26886.9
2021-08-19,26630.7,26711.0,26724.7,26609.0,-0.29,165,26707.0,26731.7
2021-08-20,26690.3,26638.3,26717.8,26621.9,0.22,166,26630.7,26707.0
2021-08-23,26803.4,26691.6,26824.6,26685.8,0.42,167,26690.3,26630.7
2021-08-24,26820.3,26813.2,26850.1,26761.0,0.06,168,26803.4,26690.3
2021-08-25,26823.8,26823.8,26839.9,26725.3,0.01,169,26820.3,26803.4
2021-08-26,26772.4,26830.2,26847.8,26764.5,-0.19,170,26823.8,26820.3
2021-08-27,26875.1,26779.3,26899.0,26742.9,0.38,171,26772.4,26823.8
2021-08-30,26863.1,26876.2,26920.6,26837.6,-0.04,172,26875.1,26772.4
2021-08-31,26890.4,26870.6,26992.7,26864.9,0.1,173,26863.1,26875.1
2021-09-01,26943.3,26906.1,26993.6,26846.8,0.2,174,26890.4,26863.1
2021-09-02,27022.9,26956.0,27038.0,26940.1,0.3,175,26943.3,26890.4
2021-09-03,27043.4,27032.3,27112.0,27011.8,0.08,176,27022.9,26943.3
2021-09-06,27011.6,27042.5,27063.3,26984.9,-0.12,177,27043.4,27022.9
2021-09-07,26940.9,27019.1,27072.2,26940.4,-0.26,178,27011.6,27043.4
2021-09-08,26882.8,26949.5,26974.6,26858.4,-0.22,179,26940.9,27011.6
2021-09-09,26919.6,26893.7,26960.6,26874.1,0.14,180,26882.8,26940.9
2021-09-10,26882.8,26923.1,26971.6,26873.8,-0.14,181,26919.6,26882.8
2021-09-13,26873.8,26885.2,26898.4,26788.0,-0.03,182,26882.8,26919.6
2021-09-14,26860.2,26884.7,26963.8,26856.8,-0.05,183,26873.8,26882.8
2021-09-15,26888.6,26871.6,26931.9,26852.2,0.11,184,26860.2,26873.8
2021-09-16,26766.6,26892.0,26904.8,26738.3,-0.45,185,26888.6,26860.2
2021-09-17,26697.8,26764.4,26846.5,26696.2,-0.26,186,26766.6,26888.6
2021-09-20,26696.7,26715.5,26726.3,26640.9,0,187,26697.8,26766.6
2021-09-21,26675.7,26701.3,26744.1,26662.2,-0.08,188,26696.7,26697.8
2021-09-22,26597.3,26688.4,26759.0,26592.8,-0.29,189,26675.7,26696.7
2021-09-23,26713.5,26603.1,26751.2,26591.7,0.44,190,26597.3,26675.7
2021-09-24,26661.1,26722.7,26746.6,26635.1,-0.2,191,26713.5,26597.3
2021-09-27,26620.3,26689.7,26699.7,26599.8,-0.15,192,26661.1,26713.5
2021-09-28,26587.1,26629.5,26643.6,26557.6,-0.12,193,26620.3,26661.1
2021-09-29,26382.1,26592.8,26612.4,26371.3,-0.77,194,26587.1,26620.3
2021-09-30,26346.8,26387.3,26431.4,26315.1,-0.13,195,26382.1,26587.1
2021-10-01,26384.5,26360.6,26417.5,26316.3,0.14,196,26346.8,26382.1
2021-10-04,26443.6,26382.2,26494.3,26365.6,0.22,197,26384.5,26346.8
2021-10-05,26385.5,26453.4,26454.5,26350.3,-0.22,198,26443.6,26384.5
2021-10-06,26289.9,26402.6,26440.1,26238.9,-0.36,199,26385.5,26443.6
2021-10-07,26276.3,26301.5,26344.2,26278.1,-0.05,200,26289.9,26385.5
2021-10-08,26323.0,26290.1,26366.3,26263.9,0.18,201,26276.3,26289.9
2021-10-11,26278.5,26349.2,26373.8,26279.1,-0.17,202,26323.0,26276.3
2021-10-12,26232.0,26299.2,26333.3,26226.3,-0.18,203,26278.5,26323.0
2021-10-13,26379.9,26235.4,26394.7,26233.1,0.56,204,26232.0,26278.5
2021-10-14,26384.5,26383.3,26456.2,26361.7,0.02,205,26379.9,26232.0
2021-10-15,26394.7,26397.0,26448.8,26370.8,0.04,206,26384.5,26379.9
2021-10-18,26419.8,26395.4,26461.5,26336.2,0.09,207,26394.7,26384.5
2021-10-19,26468.6,26427.2,26558.0,26419.3,0.18,208,26419.8,26394.7
2021-10-20,26507.3,26474.9,26532.4,26434.5,0.15,209,26468.6,26419.8
2021-10-21,26437.8,26510.7,26557.0,26435.5,-0.26,210,26507.3,26468.6
2021-10-22,26501.6,26443.5,26522.6,26437.8,0.24,211,26437.8,26507.3
2021-10-25,26397.8,26494.2,26550.1,26373.0,-0.39,212,26501.6,26437.8
2021-10-26,26382.2,26411.7,26460.2,26364.6,-0.06,213,26397.8,26501.6
2021-10-27,26404.9,26391.9,26460.8,26365.2,0.09,214,26382.2,26397.8
2021-10-28,26569.7,26413.0,26607.4,26353.7,0.62,215,26404.9,26382.2
2021-10-29,26301.3,26576.7,26601.7,26242.7,-1.01,216,26569.7,26404.9
2021-11-01,26399.1,26298.5,26418.6,26271.7,0.37,217,26301.3,26569.7
2021-11-02,26335.4,26414.0,26421.8,26330.3,-0.24,218,26399.1,26301.3
2021-11-03,26409.3,26340.5,26426.3,26300.1,0.28,219,26335.4,26399.1
2021-11-04,26202.2,26413.8,26427.5,26151.3,-0.78,220,26409.3,26335.4
2021-11-05,26231.7,26210.3,26252.1,26111.5,0.11,221,26202.2,26409.3
2021-11-08,26256.1,26207.9,26276.0,26171.1,0.09,222,26231.7,26202.2
2021-11-09,26267.5,26261.3,26310.0,26219.4,0.04,223,26256.1,26231.7
2021-11-10,26009.2,26271.5,26280.6,26004.6,-0.98,224,26267.5,26256.1
2021-11-11,25928.5,26019.4,26034.1,25914.4,-0.31,225,26009.2,26267.5
2021-11-12,25922.8,25933.7,25956.8,25887.7,-0.02,226,25928.5,26009.2
2021-11-15,25740.6,25933.1,25970.7,25717.4,-0.7,227,25922.8,25928.5
2021-11-16,25637.5,25745.7,25791.0,25615.5,-0.4,228,25740.6,25922.8
2021-11-17,25635.3,25642.6,25672.6,25511.8,-0.01,229,25637.5,25740.6
2021-11-18,25750.8,25640.9,25770.1,25631.9,0.45,230,25635.3,25637.5
2021-11-19,25575.2,25761.0,25767.8,25493.6,-0.68,231,25750.8,25635.3
2021-11-22,25467.5,25589.9,25602.3,25464.0,-0.42,232,25575.2,25750.8
2021-11-23,25500.3,25479.9,25567.8,25453.8,0.13,233,25467.5,25575.2
2021-11-24,25392.5,25510.5,25541.6,25379.9,-0.42,234,25500.3,25467.5
2021-11-25,25404.0,25412.8,25466.3,25406.1,0.05,235,25392.5,25500.3
2021-11-26,25664.7,25415.3,25698.7,25407.3,1.03,236,25404.0,25392.5
2021-11-29,25614.7,25632.9,25663.6,25547.8,-0.19,237,25664.7,25404.0
2021-11-30,25719.1,25628.3,25833.1,25497.3,0.41,238,25614.7,25664.7
2021-12-01,25705.4,25732.2,25805.4,25672.5,-0.05,239,25719.1,25614.7
2021-12-02,25682.6,25713.4,25800.8,25678.0,-0.09,240,25705.4,25719.1
2021-12-03,25827.6,25692.8,25886.9,25621.0,0.56,241,25682.6,25705.4
2021-12-06,25978.1,25857.2,26113.9,25777.4,0.58,242,25827.6,25682.6
2021-12-07,25990.7,25988.3,26118.8,25907.5,0.05,243,25978.1,25827.6
2021-12-08,25995.9,25998.6,26051.2,25834.1,0.02,244,25990.7,25978.1
2021-12-09,25949.0,26007.2,26059.2,25928.1,-0.18,245,25995.9,25990.7
2021-12-10,26043.6,25962.6,26081.5,25918.8,0.36,246,25949.0,25995.9
2021-12-13,25922.7,26061.9,26085.7,25874.3,-0.46,247,26043.6,25949.0
2021-12-14,25891.1,25931.8,26062.3,25887.7,-0.12,248,25922.7,26043.6
2021-12-15,25989.4,25907.0,26028.4,25848.7,0.38,249,25891.1,25922.7
2021-12-16,26043.1,25997.3,26121.8,25958.5,0.21,250,25989.4,25891.1
2021-12-17,25824.9,26051.7,26084.8,25819.7,-0.84,251,26043.1,25989.4
2021-12-20,25851.3,25836.9,25921.8,25772.5,0.1,252,25824.9,26043.1
2021-12-21,25875.3,25858.7,25922.8,25817.7,0.09,253,25851.3,25824.9
2021-12-22,25994.2,25868.9,26043.5,25839.5,0.46,254,25875.3,25851.3
2021-12-23,25997.8,26003.3,26059.3,25912.2,0.01,255,25994.2,25875.3
2021-12-24,25848.0,26005.2,26010.9,25827.4,-0.58,256,25997.8,25994.2
2021-12-27,25834.6,25861.6,25882.2,25769.7,-0.05,257,25848.0,25997.8
2021-12-28,25824.1,25848.2,25926.4,25784.1,-0.04,258,25834.6,25848.0
2021-12-29,25896.1,25833.2,25948.0,25730.6,0.28,259,25824.1,25834.6
2021-12-30,25774.5,25903.5,25927.5,25725.5,-0.47,260,25896.1,25824.1
2021-12-31,25947.5,25780.2,26025.0,25745.0,0.67,261,25774.5,25896.1
2022-01-03,25778.6,25975.9,26011.3,25779.3,-0.65,262,25947.5,25774.5
2022-01-04,25675.6,25821.6,25847.9,25647.7,-0.4,263,25778.6,25947.5
2022-01-05,25742.7,25683.0,25825.8,25656.9,0.26,264,25675.6,25778.6
2022-01-06,25681.4,25750.7,25823.2,25674.5,-0.24,265,25742.7,25675.6
2022-01-07,25767.9,25691.6,25788.3,25620.4,0.34,266,25681.4,25742.7
2022-01-10,25699.8,25760.0,25824.1,25615.8,-0.26,267,25767.9,25681.4
2022-01-11,25796.3,25707.8,25823.0,25679.9,0.38,268,25699.8,25767.9
2022-01-12,25971.1,25801.4,26000.0,25774.2,0.68,269,25796.3,25699.8
2022-01-13,26009.8,25976.2,26082.5,25943.7,0.15,270,25971.1,25796.3
2022-01-14,25921.2,26024.6,26079.0,25890.6,-0.34,271,26009.8,25971.1
2022-01-17,25916.7,25926.9,25992.9,25890.6,-0.02,272,25921.2,26009.8
2022-01-18,25764.4,25931.5,26057.0,25750.7,-0.59,273,25916.7,25921.2
2022-01-19,25744.1,25766.6,25833.5,25716.8,-0.08,274,25764.4,25916.7
2022-01-20,25611.5,25752.0,25820.1,25600.2,-0.51,275,25744.1,25764.4
2022-01-21,25656.8,25621.7,25708.8,25595.6,0.18,276,25611.5,25744.1
2022-01-24,25674.9,25669.2,25736.1,25611.4,0.07,277,25656.8,25611.5
2022-01-25,25569.6,25689.6,25703.2,25492.7,-0.41,278,25674.9,25656.8
2022-01-26,25429.3,25579.8,25635.2,25430.4,-0.55,279,25569.6,25674.9
2022-01-27,25216.6,25441.7,25451.9,25201.7,-0.84,280,25429.3,25569.6
2022-01-28,25233.3,25234.5,25310.2,25187.9,0.07,281,25216.6,25429.3
2022-01-31,25437.1,25246.8,25477.9,25227.6,0.81,282,25233.3,25216.6
2022-02-01,25518.7,25445.0,25548.1,25414.4,0.32,283,25437.1,25233.3
2022-02-02,25593.4,25526.6,25664.7,25517.5,0.29,284,25518.7,25437.1
2022-02-03,25901.3,25605.8,25938.8,25519.8,1.2,285,25593.4,25518.7
2022-02-04,25919.5,25909.3,26012.4,25845.9,0.07,286,25901.3,25593.4
2022-02-07,25933.3,25970.4,25975.7,25872.7,0.05,287,25919.5,25901.3
2022-02-08,25926.9,25937.3,25978.1,25884.9,-0.02,288,25933.3,25919.5
2022-02-09,25905.1,25938.3,26002.6,25888.2,-0.08,289,25926.9,25933.3
2022-02-10,25916.4,25932.4,26075.8,25800.2,0.04,290,25905.1,25926.9
2022-02-11,25745.2,25921.6,25929.5,25703.8,-0.66,291,25916.4,25905.1
2022-02-14,25690.6,25736.7,25819.0,25638.3,-0.21,292,25745.2,25916.4
2022-02-15,25834.9,25700.8,25870.2,25688.3,0.56,293,25690.6,25745.2
2022-02-16,25873.6,25849.7,25932.7,25806.5,0.15,294,25834.9,25690.6
2022-02-17,25883.8,25882.7,25949.8,25787.0,0.04,295,25873.6,25834.9
2022-02-18,25834.5,25894.0,26052.2,25829.9,-0.19,296,25883.8,25873.6
2022-02-21,25786.8,25832.1,25977.2,25783.3,-0.18,297,25834.5,25883.8
2022-02-22,25838.0,25797.0,25940.6,25744.0,0.2,298,25786.8,25834.5
2022-02-23,25812.8,25847.1,25930.9,25796.2,-0.1,299,25838.0,25786.8
2022-02-24,25560.2,25824.8,25825.9,25368.9,-0.98,300,25812.8,25838.0
2022-02-25,25711.3,25565.3,25740.8,25487.2,0.59,301,25560.2,25812.8
2022-02-28,25584.9,25521.7,25654.4,25391.5,-0.49,302,25711.3,25560.2
2022-03-01,25381.7,25588.3,25630.4,25303.5,-0.79,303,25584.9,25711.3
2022-03-02,25400.4,25389.0,25465.3,25238.4,0.07,304,25381.7,25584.9
2022-03-03,25264.6,25399.1,25413.9,25196.6,-0.53,305,25400.4,25381.7
2022-03-04,24944.1,25275.4,25277.7,24863.6,-1.27,306,25264.6,25400.4
2022-03-07,24791.4,25016.7,25016.7,24690.6,-0.61,307,24944.1,25264.6
2022-03-08,24898.8,24801.4,25039.7,24787.8,0.43,308,24791.4,24944.1
2022-03-09,25289.8,24910.6,25340.5,24879.8,1.57,309,24898.8,24791.4
2022-03-10,25079.7,25292.5,25418.7,25069.2,-0.83,310,25289.8,24898.8
2022-03-11,24952.2,25087.5,25266.5,24940.4,-0.51,311,25079.7,25289.8
2022-03-14,25039.4,25035.4,25177.4,24904.7,0.35,312,24952.2,25079.7
2022-03-15,25055.9,25052.6,25221.5,25003.0,0.07,313,25039.4,24952.2
2022-03-16,25240.1,25072.8,25277.2,25052.4,0.74,314,25055.9,25039.4
2022-03-17,25355.0,25250.9,25471.0,25186.9,0.46,315,25240.1,25055.9
2022-03-18,25258.0,25362.3,25427.5,25157.2,-0.38,316,25355.0,25240.1
2022-03-21,25178.0,25288.7,25310.4,25170.5,-0.32,317,25258.0,25355.0
2022-03-22,25221.0,25189.9,25266.1,25067.2,0.17,318,25178.0,25258.0
2022-03-23,25168.3,25226.1,25262.5,25078.5,-0.21,319,25221.0,25178.0
2022-03-24,25144.5,25171.1,25195.1,25078.6,-0.09,320,25168.3,25221.0
2022-03-25,25103.7,25151.8,25244.8,25101.8,-0.16,321,25144.5,25168.3
2022-03-28,25095.7,25124.7,25163.6,25020.5,-0.03,322,25103.7,25144.5
2022-03-29,25345.8,25111.3,25468.7,25087.3,1,323,25095.7,25103.7
2022-03-30,25498.2,25353.2,25534.1,25342.9,0.6,324,25345.8,25095.7
2022-03-31,25270.3,25503.3,25566.1,25262.7,-0.89,325,25498.2,25345.8
2022-04-01,25241.7,25273.0,25303.0,25185.7,-0.11,326,25270.3,25498.2
2022-04-04,25062.1,25212.0,25261.8,25040.9,-0.71,327,25241.7,25270.3
2022-04-05,24938.4,25070.6,25132.1,24932.6,-0.49,328,25062.1,25241.7
2022-04-06,24910.2,24947.5,25013.6,24865.0,-0.11,329,24938.4,25062.1
2022-04-07,24866.0,24914.1,25007.6,24836.3,-0.18,330,24910.2,24938.4
2022-04-08,24862.5,24870.5,24902.4,24773.3,-0.01,331,24866.0,24910.2
2022-04-11,24878.5,24999.6,25037.3,24856.7,0.06,332,24862.5,24866.0
2022-04-12,24778.6,24878.4,24960.4,24769.3,-0.4,333,24878.5,24862.5
2022-04-13,24912.5,24783.0,24938.2,24739.0,0.54,334,24778.6,24878.5
2022-04-14,24796.1,24918.7,25012.2,24635.1,-0.47,335,24912.5,24778.6
2022-04-15,24744.7,24797.7,24805.8,24696.2,-0.21,336,24796.1,24912.5
2022-04-18,24675.4,24744.5,24784.6,24662.2,-0.28,337,24744.7,24796.1
2022-04-19,24759.3,24693.1,24827.5,24665.0,0.34,338,24675.4,24744.7
2022-04-20,24916.1,24766.6,24959.9,24756.2,0.63,339,24759.3,24675.4
2022-04-21,24881.6,24918.8,25114.1,24825.4,-0.14,340,24916.1,24759.3
2022-04-22,24788.4,24887.3,24926.6,24736.0,-0.37,341,24881.6,24916.1
2022-04-25,24617.1,24900.2,24902.5,24585.4,-0.69,342,24788.4,24881.6
2022-04-26,24428.6,24623.3,24678.5,24432.4,-0.77,343,24617.1,24788.4
2022-04-27,24239.6,24437.0,24482.1,24147.4,-0.77,344,24428.6,24617.1
2022-04-28,24099.2,24247.3,24262.2,24038.8,-0.58,345,24239.6,24428.6
2022-04-29,24204.2,24096.2,24323.1,24084.7,0.44,346,24099.2,24239.6
2022-05-02,24114.7,24226.5,24270.1,24088.7,-0.37,347,24204.2,24099.2
2022-05-03,24156.0,24123.2,24291.9,24092.2,0.17,348,24114.7,24204.2
2022-05-04,24392.2,24148.4,24418.4,24129.8,0.98,349,24156.0,24114.7
2022-05-05,24194.6,24397.8,24443.7,24086.6,-0.81,350,24392.2,24156.0
2022-05-06,24219.8,24204.8,24335.0,24060.9,0.1,351,24194.6,24392.2
2022-05-09,24223.7,24222.6,24313.7,24089.1,0.02,352,24219.8,24194.6
2022-05-10,24150.0,24229.9,24291.3,24147.0,-0.3,353,24223.7,24219.8
2022-05-11,24227.9,24156.2,24394.7,24148.1,0.32,354,24150.0,24223.7
2022-05-12,23971.3,24235.4,24310.6,23915.0,-1.06,355,24227.9,24150.0
2022-05-13,24034.8,23973.9,24060.9,23894.4,0.26,356,23971.3,24227.9
2022-05-16,24090.4,24022.5,24121.9,23976.7,0.23,357,24034.8,23971.3
2022-05-17,24384.7,24099.9,24410.8,24087.2,1.22,358,24090.4,24034.8
2022-05-18,24217.3,24394.6,24430.4,24204.3,-0.69,359,24384.7,24090.4
2022-05-19,24498.3,24228.6,24557.5,24206.6,1.16,360,24217.3,24384.7
2022-05-20,24457.0,24511.2,24559.6,24403.8,-0.17,361,24498.3,24217.3
2022-05-23,24766.4,24495.3,24793.8,24462.9,1.27,362,24457.0,24498.3
2022-05-24,24913.6,24776.4,24960.3,24709.4,0.59,363,24766.4,24457.0
2022-05-25,24766.9,24931.3,24937.1,24686.8,-0.59,364,24913.6,24766.4
2022-05-26,24885.0,24784.2,24910.1,24735.8,0.48,365,24766.9,24913.6
2022-05-27,24881.3,24895.0,24986.7,24805.2,-0.02,366,24885.0,24766.9
2022-05-30,24976.8,24906.0,25005.4,24880.5,0.38,367,24881.3,24885.0
2022-05-31,24884.5,24984.6,24988.0,24763.4,-0.37,368,24976.8,24881.3
2022-06-01,24699.1,24892.1,24922.9,24654.5,-0.74,369,24884.5,24976.8
2022-06-02,24923.2,24704.4,24940.2,24697.5,0.91,370,24699.1,24884.5
2022-06-03,24854.2,24928.6,24969.2,24824.7,-0.28,371,24923.2,24699.1
2022-06-06,24788.7,24866.5,24929.7,24769.7,-0.26,372,24854.2,24923.2
2022-06-07,24805.6,24796.4,24848.1,24700.8,0.07,373,24788.7,24854.2
2022-06-08,24842.6,24813.3,24929.1,24743.4,0.15,374,24805.6,24788.7
2022-06-09,24576.7,24853.7,24953.7,24573.9,-1.07,375,24842.6,24805.6
2022-06-10,24370.6,24589.0,24669.3,24353.8,-0.84,376,24576.7,24842.6
2022-06-13,24134.4,24372.4,24388.6,24126.8,-0.97,377,24370.6,24576.7
2022-06-14,24173.2,24151.2,24347.3,24130.3,0.16,378,24134.4,24370.6
2022-06-15,24256.8,24180.7,24408.1,24068.0,0.35,379,24173.2,24134.4
2022-06-16,24505.1,24267.8,24635.9,24113.9,1.02,380,24256.8,24173.2
2022-06-17,24376.4,24512.7,24539.4,24262.6,-0.53,381,24505.1,24256.8
2022-06-20,24412.4,24326.5,24504.8,24326.5,0.15,382,24376.4,24505.1
2022-06-21,24445.4,24421.2,24588.6,24414.2,0.14,383,24412.4,24376.4
2022-06-22,24547.8,24455.3,24646.9,24334.0,0.42,384,24445.4,24412.4
2022-06-23,24462.0,24553.9,24598.5,24370.8,-0.35,385,24547.8,24445.4
2022-06-24,24534.9,24474.2,24582.0,24438.2,0.3,386,24462.0,24547.8
2022-06-27,24600.2,24542.5,24678.4,24527.4,0.27,387,24534.9,24462.0
2022-06-28,24459.6,24607.5,24664.5,24430.0,-0.57,388,24600.2,24534.9
2022-06-29,24286.3,24464.9,24516.1,24281.1,-0.71,389,24459.6,24600.2
2022-06-30,24375.9,24296.2,24402.7,24153.7,0.37,390,24286.3,24459.6
2022-07-01,24297.2,24384.0,24422.5,24168.3,-0.32,391,24375.9,24286.3
2022-07-04,24317.4,24303.6,24432.3,24288.4,0.08,392,24297.2,24375.9
2022-07-05,23976.7,24328.4,24420.5,23912.9,-1.4,393,24317.4,24297.2
2022-07-06,23791.4,23991.2,24012.2,23755.6,-0.77,394,23976.7,24317.4
2022-07-07,23721.3,23802.3,23897.0,23690.1,-0.29,395,23791.4,23976.7
2022-07-08,23782.4,23727.5,23823.1,23525.0,0.26,396,23721.3,23791.4
2022-07-11,23438.1,23762.8,23788.4,23430.2,-1.45,397,23782.4,23721.3
2022-07-12,23475.5,23445.4,23568.3,23364.8,0.16,398,23438.1,23782.4
2022-07-13,23528.3,23482.9,23680.7,23388.3,0.22,399,23475.5,23438.1
2022-07-14,23452.5,23535.7,23545.1,23306.4,-0.32,400,23528.3,23475.5
2022-07-15,23654.0,23462.2,23686.0,23444.6,0.86,401,23452.5,23528.3
2022-07-18,23772.8,23654.4,23922.3,23624.8,0.5,402,23654.0,23452.5
2022-07-19,23936.4,23780.5,24048.1,23705.7,0.69,403,23772.8,23654.0
2022-07-20,23824.4,23946.2,24061.7,23783.0,-0.47,404,23936.4,23772.8
2022-07-21,23943.8,23836.9,24068.3,23774.4,0.5,405,23824.4,23936.4
2022-07-22,23891.4,23952.4,24004.2,23708.1,-0.22,406,23943.8,23824.4
2022-07-25,23899.5,23901.2,23994.6,23813.8,0.03,407,23891.4,23943.8
2022-07-26,23636.4,23904.6,23978.3,23623.1,-1.1,408,23899.5,23891.4
2022-07-27,23847.2,23645.3,23897.9,23604.4,0.89,409,23636.4,23899.5
2022-07-28,23811.2,23842.9,23918.3,23628.2,-0.15,410,23847.2,23636.4
2022-07-29,23843.7,23825.6,23961.4,23679.6,0.14,411,23811.2,23847.2
2022-08-01,23964.6,23848.8,24004.7,23818.5,0.51,412,23843.7,23811.2
2022-08-02,23740.7,23970.9,24047.9,23738.7,-0.93,413,23964.6,23843.7
2022-08-03,23775.3,23745.7,23890.4,23685.6,0.15,414,23740.7,23964.6
2022-08-04,23968.5,23785.1,23993.5,23754.2,0.81,415,23775.3,23740.7
2022-08-05,23808.3,23973.6,23990.0,23719.8,-0.67,416,23968.5,23775.3
2022-08-08,23844.1,23807.5,23910.9,23760.7,0.15,417,23808.3,23968.5
2022-08-09,23878.4,23853.6,23972.1,23830.2,0.14,418,23844.1,23808.3
2022-08-10,24079.5,23890.5,24254.3,23856.2,0.84,419,23878.4,23844.1
2022-08-11,24131.5,24088.2,24251.3,24028.1,0.22,420,24079.5,23878.4
2022-08-12,23995.5,24134.3,24163.5,23952.7,-0.56,421,24131.5,24079.5
2022-08-15,23774.4,24012.3,24027.6,23766.6,-0.92,422,23995.5,24131.5
2022-08-16,23800.8,23784.2,23865.6,23693.6,0.11,423,23774.4,23995.5
2022-08-17,23822.2,23805.9,23879.8,23742.8,0.09,424,23800.8,23774.4
2022-08-18,23606.9,23824.8,23856.4,23592.1,-0.9,425,23822.2,23800.8
2022-08-19,23479.6,23615.5,23628.8,23478.7,-0.54,426,23606.9,23822.2
2022-08-22,23271.9,23501.0,23522.5,23240.6,-0.88,427,23479.6,23606.9
2022-08-23,23352.7,23282.7,23479.5,23191.3,0.35,428,23271.9,23479.6
2022-08-24,23343.0,23365.9,23440.0,23227.9,-0.04,429,23352.7,23271.9
2022-08-25,23359.8,23362.7,23502.8,23307.3,0.07,430,23343.0,23352.7
2022-08-26,23320.7,23369.4,23628.9,23296.7,-0.17,431,23359.8,23343.0
2022-08-29,23418.3,23378.4,23504.1,23208.5,0.42,432,23320.7,23359.8
2022-08-30,23443.1,23425.6,23544.9,23366.2,0.11,433,23418.3,23320.7
2022-08-31,23583.7,23451.6,23649.0,23394.5,0.6,434,23443.1,23418.3
2022-09-01,23318.7,23591.6,23596.2,23252.5,-1.12,435,23583.7,23443.1
2022-09-02,23335.1,23334.6,23543.4,23327.6,0.07,436,23318.7,23583.7
2022-09-05,23333.4,23345.2,23398.6,23231.0,-0.01,437,23335.1,23318.7
2022-09-06,23291.9,23345.7,23519.4,23208.8,-0.18,438,23333.4,23335.1
2022-09-07,23580.0,23304.1,23617.1,23244.1,1.24,439,23291.9,23333.4
2022-09-08,23530.2,23592.4,23634.3,23388.3,-0.21,440,23580.0,23291.9
2022-09-09,23606.7,23546.1,23825.1,23540.2,0.33,441,23530.2,23580.0
2022-09-12,23797.5,23713.2,23987.3,23665.0,0.81,442,23606.7,23530.2
2022-09-13,23477.6,23808.5,24000.9,23477.9,-1.34,443,23797.5,23606.7
2022-09-14,23547.5,23492.0,23657.8,23453.2,0.3,444,23477.6,23797.5
2022-09-15,23620.0,23550.4,23673.7,23500.0,0.31,445,23547.5,23477.6
2022-09-16,23685.5,23632.4,23747.5,23533.7,0.28,446,23620.0,23547.5
2022-09-19,23719.7,23688.4,23742.5,23588.3,0.14,447,23685.5,23620.0
2022-09-20,23596.6,23731.8,23796.9,23567.3,-0.52,448,23719.7,23685.5
2022-09-21,23299.1,23608.7,23623.4,23251.9,-1.26,449,23596.6,23719.7
2022-09-22,23301.8,23311.1,23488.9,23241.2,0.01,450,23299.1,23596.6
2022-09-23,22965.3,23325.9,23360.3,22921.6,-1.44,451,23301.8,23299.1
2022-09-26,22783.0,22963.1,23024.8,22683.4,-0.79,452,22965.3,23301.8
2022-09-27,22761.8,22799.7,22955.3,22715.6,-0.09,453,22783.0,22965.3
2022-09-28,23098.8,22776.2,23150.1,22644.4,1.48,454,22761.8,22783.0
2022-09-29,23379.3,23110.9,23397.6,22940.9,1.21,455,23098.8,22761.8
2022-09-30,23375.5,23398.8,23515.3,23231.4,-0.02,456,23379.3,23098.8
2022-10-03,23459.7,23387.7,23520.9,23279.2,0.36,457,23375.5,23379.3
2022-10-04,23834.4,23476.7,23886.2,23405.5,1.6,458,23459.7,23375.5
2022-10-05,23583.4,23851.6,23863.5,23478.7,-1.05,459,23834.4,23459.7
